"Watch Dogs 2, Stick it to The Man! и Football Manager 2020 — новые подарки в EGS",https://stopgame.ru/newsdata/44842,17 сентября 2020г., 12
Фанаты сравнили графику оригинала и ремейка Demon’s Souls,https://stopgame.ru/newsdata/44841,17 сентября 2020г., 30
Sony объявила русские цены на игры и аксессуары для PlayStation 5,https://stopgame.ru/newsdata/44839,17 сентября 2020г., 134
Слух: в следующем году на Switch выйдет новая Monster Hunter,https://stopgame.ru/newsdata/44838,17 сентября 2020г., 16
"Гусары, молчать — новый трейлер Leisure Suit Larry: Wet Dreams Dry Twice",https://stopgame.ru/newsdata/44837,17 сентября 2020г., 6
Nintendo сняла с производства все модели 3DS,https://stopgame.ru/newsdata/44836,17 сентября 2020г., 35
PlayStation 5 оказалась самой здоровенной консолью XXI века,https://stopgame.ru/newsdata/44835,17 сентября 2020г., 31
Рейтрейсинг в Devil May Cry 5 Special Edition будет временным эксклюзивом PlayStation 5,https://stopgame.ru/newsdata/44834,17 сентября 2020г., 23
PlayStation 5 будет поддерживать обратную совместимость с 99 % каталога PlayStation 4,https://stopgame.ru/newsdata/44833,17 сентября 2020г., 37
Godfall стартует 12 ноября — в день выхода PlayStation 5,https://stopgame.ru/newsdata/44832,17 сентября 2020г., 1
Horizon Forbidden West появится и на PlayStation 4,https://stopgame.ru/newsdata/44829,17 сентября 2020г., 43
Нужно больше мощи — Capcom анонсировала Devil May Cry 5 Special Edition,https://stopgame.ru/newsdata/44828,17 сентября 2020г., 20
Приготовьтесь кричать от страха в новой Five Nights At Freddy's,https://stopgame.ru/newsdata/44826,17 сентября 2020г., 10
Зима близко — God of War вернётся в 2021 году,https://stopgame.ru/newsdata/44825,17 сентября 2020г., 22
PlayStation 5 выйдет 19 ноября по цене 46 999 рублей за стандартную модель. Смотрите стартовую линейку игр от Sony,https://stopgame.ru/newsdata/44824,16 сентября 2020г., 68
Смерть неизбежна — первый геймплей ремейка Demon's Souls. Игра выйдет и на PC [или нет],https://stopgame.ru/newsdata/44823,16 сентября 2020г., 46
Свежий трейлер Resident Evil Village,https://stopgame.ru/newsdata/44822,16 сентября 2020г., 5
Геймплей Call of Duty: Black Ops — Cold War с презентации PlayStation 5 Showcase,https://stopgame.ru/newsdata/44821,16 сентября 2020г., 7
Анонс Hogwarts Legacy — той самой некстген-игры по «Гарри Поттеру»,https://stopgame.ru/newsdata/44820,16 сентября 2020г., 56
Первый геймплей Spider-Man: Miles Morales. Игра выйдет и на PS4,,16 сентября 2020г., 5
Анонсирована Final Fantasy XVI. Выйдет ли игра на PC — вопрос,https://stopgame.ru/newsdata/44818,16 сентября 2020г., 33
"Презентация PlayStation 5: сроки релиза и цены консоли, геймплей Demon's Souls, тизер новой God of War…",https://stopgame.ru/newsdata/44817,16 сентября 2020г., 104
"Splinter Cell и Assassin’s Creed для VR, Oculus Quest 2 и ремейк Myst — что показали на Facebook Connect",https://stopgame.ru/newsdata/44816,16 сентября 2020г., 4
"Геймплей DiRT 5, записанный на Xbox Series S",https://stopgame.ru/newsdata/44815,16 сентября 2020г., 15
Крупный апдейт The Last Stand для Left 4 Dead 2 выйдет 24 сентября. Смотрите трейлер и список новинок,https://stopgame.ru/newsdata/44814,16 сентября 2020г., 24
Список лицензированных песен из ремейка Mafia,https://stopgame.ru/newsdata/44813,16 сентября 2020г., 7
"Похоже, системные требования Cyberpunk 2077 объявят уже 18 сентября",https://stopgame.ru/newsdata/44812,16 сентября 2020г., 16
На сайте португальского магазина заметили Mass Effect Trilogy для актуальных платформ,https://stopgame.ru/newsdata/44811,16 сентября 2020г., 31
"Crytek набирает людей для работы над высокобюджетной игрой — скорее всего, это шутер-песочница",https://stopgame.ru/newsdata/44810,16 сентября 2020г., 4
Apple назвала страсти по Fortnite рекламным трюком,https://stopgame.ru/newsdata/44809,16 сентября 2020г., 13
Глава Take-Two высказался в защиту 70-долларового ценника на игры для PlayStation 5 и Xbox Series,https://stopgame.ru/newsdata/44808,16 сентября 2020г., 49
Новые кадры со съёмок экранизации Uncharted,https://stopgame.ru/newsdata/44807,16 сентября 2020г., 22
"Новый Direct Mini, фильм про Марио и планы на будущее — главное из брифинга Nintendo",https://stopgame.ru/newsdata/44806,16 сентября 2020г., 3
League of Legends: Wild Rift переходит в стадию закрытого бета-теста,https://stopgame.ru/newsdata/44805,16 сентября 2020г., 14
Хозяева THQ Nordic приобрели Vertigo Games — разработчика VR-игр,https://stopgame.ru/newsdata/44804,16 сентября 2020г., 3
"Кажется, Call of Duty: Warzone переберётся на мобильные платформы",https://stopgame.ru/newsdata/44803,16 сентября 2020г., 7
"Похоже, игры из сборника Super Mario 3D All-Stars работают через эмулятор",https://stopgame.ru/newsdata/44802,16 сентября 2020г., 23
Симулятор разведения няшных слаймов Slime Rancher разошёлся тиражом 3 миллиона копий,https://stopgame.ru/newsdata/44801,16 сентября 2020г., 4
"20 октября выйдет версия Paper Beast, которая не требует VR-шлема",https://stopgame.ru/newsdata/44800,16 сентября 2020г., 1
Путешествие в глубины Луны началось — релизный трейлер Spelunky 2,,15 сентября 2020г.,
Трейсер в Overwatch стала героиней «Комикса»,https://stopgame.ru/newsdata/44798,15 сентября 2020г., 3
8K-трейлер Crysis Remastered сравнивает переиздание с оригиналом,https://stopgame.ru/newsdata/44797,15 сентября 2020г., 31
